X,Y,施設名,施設名かな,施設名（施,所在地,地区名,TEL,FAX,詳細情報,開館時間,URL,バリアフリ,駐輪場 PC,駐輪場 携,大分類,小分類,カテゴリ,アイコン番,施設ID
135.481472,34.64319228,建設局津守工営所,けんせつきょくつもりこうえいしょ,建設局津守工営所（けんせつきょくつもりこうえいしょ）,西成区津守2-7-13,西成区,06-6567-6495,06-6567-6513,,,,,,,官公庁,市の機関,官公庁/市の機関,108,2708
135.4814639,34.64340661,建設局西部方面管理事務所,けんせつきょくせいぶほうめんかんりじむしょ,建設局西部方面管理事務所（けんせつきょくせいぶほうめんかんりじむしょ）,西成区津守2丁目7番13号,西成区,06-6567-6491,,,,,,,,官公庁,市の機関,官公庁/市の機関,112,4863
135.4814552,34.64316014,建設局津守下水処理場,けんせつきょくつもりげすいしょりじょう,建設局津守下水処理場（けんせつきょくつもりげすいしょりじょう）,西成区津守2−7−13,西成区,06-6567-6491,06-6562-7531,,,http://www.city.osaka.lg.jp/kensetsu/page/0000012065.html,,,,官公庁,市の機関,官公庁/市の機関,117,9003
135.5478829,34.59608583,環境局平野工場,かんきょうきょくひらのこうじょう,環境局平野工場（かんきょうきょくひらのこうじょう）,平野区瓜破南1-3-14,平野区,06-6707-3753,06-6799-0169,,,,,,,官公庁,市の機関,官公庁/市の機関,108,2349
135.5495612,34.59611097,環境局東南環境事業センター,かんきょうきょくとうなんかんきょうじぎょうせんたー,環境局東南環境事業センター（かんきょうきょくとうなんかんきょうじぎょうせんたー）,平野区瓜破南1-3-40,平野区,06-6700-1750,06-6706-2007,,,,,,,官公庁,市の機関,官公庁/市の機関,112,2250
135.5539782,34.60120797,平野区役所瓜破出張所,ひらのくやくしょうりわりしゅっちょうしょ,平野区役所瓜破出張所（ひらのくやくしょうりわりしゅっちょうしょ）,平野区瓜破7-2-7,平野区,06-6709-6664,,,,,http://www.osaka-bfmap.jp/sisetu_data/data/230102.php?bunrui=1&name=23.php,,,官公庁,市の機関,官公庁/市の機関,101,2243
135.5194613,34.61350814,南部方面公園事務所,なんぶほうめんこうえんじむしょ,南部方面公園事務所（なんぶほうめんこうえんじむしょ）,東住吉区長居公園1-1,東住吉区,06-6691-7200,06-6691-6976,,,,,,,官公庁,市の機関,官公庁/市の機関,154,3107
135.5322172,34.60286094,東住吉区役所矢田出張所保健分室,ひがしすみよしくやくしょやたしゅっちょうしょほけんぶんしつ,東住吉区役所矢田出張所保健分室（ひがしすみよしくやくしょやたしゅっちょうしょほけんぶんしつ）,東住吉区矢田6-7-12,東住吉区,06-6697-2671,,,,,http://www.osaka-bfmap.jp/sisetu_data/data/220103.php?bunrui=1&name=22.php,,,官公庁,市の機関,官公庁/市の機関,101,3166
135.532236,34.60321403,東住吉区役所矢田出張所,ひがしすみよしくやくしょやたしゅっちょうしょ,東住吉区役所矢田出張所（ひがしすみよしくやくしょやたしゅっちょうしょ）,東住吉区矢田6-7-25,東住吉区,06-6692-1341,,,,http://www.city.osaka.lg.jp/higashisumiyoshi/page/0000001184.html,http://www.osaka-bfmap.jp/sisetu_data/data/220102.php?bunrui=1&name=22.php,,,官公庁,市の機関,官公庁/市の機関,101,3167
135.547701,34.60961297,平野住宅管理センター,ひらのじゅうたくかんりせんたー,平野住宅管理センター（ひらのじゅうたくかんりせんたー）,平野区喜連西6-2-55,平野区,06-6703-4236,06-6703-4237,,,,,,,官公庁,市の機関,官公庁/市の機関,112,2244
135.5688199,34.60603444,平野区役所長吉出張所,ひらのくやくしょながよししゅっちょうしょ,平野区役所長吉出張所（ひらのくやくしょながよししゅっちょうしょ）,平野区長吉長原2-6-58,平野区,06-6709-1201,,,,http://www.city.osaka.lg.jp/hirano/page/0000039466.html,,,,官公庁,市の機関,官公庁/市の機関,101,2297
135.5691325,34.60871872,都市整備局長吉東部土地区画整理事務所,としせいびきょくながよしとうぶとちくかくせいりじむしょ,都市整備局長吉東部土地区画整理事務所（としせいびきょくながよしとうぶとちくかくせいりじむしょ）,大阪市平野区長吉出戸５−３−６６,平野区,06-6705-5550,06-6705-5566,,,,,,,官公庁,市の機関,官公庁/市の機関,108,8520
135.5654533,34.60949689,出戸バスターミナル,でとばすたーみなる,出戸バスターミナル（でとばすたーみなる）,平野区喜連東5-16-21,平野区,06-6790-0911,,,,,,,,官公庁,市の機関,官公庁/市の機関,159,2286
135.5264722,34.62215586,東住吉区保健福祉センター,ひがしすみよしくほけんふくしせんたー,東住吉区保健福祉センター（ひがしすみよしくほけんふくしせんたー）,東住吉区東田辺1-13-4,東住吉区,06-4399-9986,06-6629-4533,,,http://www.city.osaka.lg.jp/higashisumiyoshi/index.html,,,,官公庁,市の機関,官公庁/市の機関,138,3124
135.526483,34.62202794,東住吉区役所,ひがしすみよしくやくしょ,東住吉区役所（ひがしすみよしくやくしょ）,東住吉区東田辺1-13-4,東住吉区,06-4399-9986,06-6629-4533,,,http://www.city.osaka.lg.jp/higashisumiyoshi,http://www.osaka-bfmap.jp/sisetu_data/data/220101.php?bunrui=1&name=22.php,,,官公庁,市の機関,官公庁/市の機関,101,3125
135.5036528,34.62432217,阿倍野区社会福祉協議会,あべのくしゃかいふくしきょうぎかい,阿倍野区社会福祉協議会（あべのくしゃかいふくしきょうぎかい）,阿倍野区帝塚山1-3-8,阿倍野区,06-6628-1212,06-6628-9393,,,http://www.abenokushakyo.jp/,,,,官公庁,市の機関,官公庁/市の機関,138,1729
135.5408828,34.62033583,建設局平野工営所,けんせつきょくひらのこうえいしょ,建設局平野工営所（けんせつきょくひらのこうえいしょ）,平野区平野西1-4-29,平野区,06-6705-0102,06-6705-4794,,,http://www.city.osaka.lg.jp/kensetsu/page/0000059430.html,,,,官公庁,市の機関,官公庁/市の機関,108,2325
135.5461109,34.62112792,平野区役所,ひらのくやくしょ,平野区役所（ひらのくやくしょ）,平野区背戸口3-8-19,平野区,06-4302-9986,,,,,http://www.osaka-bfmap.jp/sisetu_data/data/230101.php?bunrui=1&name=23.php,,,官公庁,市の機関,官公庁/市の機関,101,2314
135.526644,34.63364392,水道局南部水道工事センター,すいどうきょくなんぶすいどうこうじせんたー,水道局南部水道工事センター（すいどうきょくなんぶすいどうこうじせんたー）,東住吉区北田辺4-10-28,東住吉区,06-6719-7852,06-6719-5570,漏水修繕、施工通知の受付・協議、配水管維持管理等,午前9時〜午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000015040.html,,,,官公庁,市の機関,官公庁/市の機関,117,3152
135.5185167,34.63890308,阿倍野区役所・阿倍野区保健福祉センター,あべのくやくしょ・あべのくほけんふくしせんたー,阿倍野区役所・阿倍野区保健福祉センター（あべのくやくしょ・あべのくほけんふくしせんたー）,阿倍野区文の里1-1-40,阿倍野区,06-6622-9986,06-6621-1412,,,,,,,官公庁,市の機関,官公庁/市の機関,138,1610
135.5114499,34.64310286,阿倍野市民学習センター,あべのしみんがくしゅうせんたー,阿倍野市民学習センター（あべのしみんがくしゅうせんたー）,阿倍野区阿倍野筋3-10-1-300,阿倍野区,06-6634-7951,06-6634-7954,,,http://www.manabi.city.osaka.jp/Contents/lll/sisetu/inview.asp?CONTENTNO=660,,,,官公庁,市の機関,官公庁/市の機関,112,1694
135.509872,34.64338886,阿倍野防災センター,あべのぼうさいせんたー,阿倍野防災センター（あべのぼうさいせんたー）,阿倍野区阿倍野筋3−13−23,阿倍野区,06-6643-1031,,,,http://www.abeno-bosai-c.city.osaka.jp/bousai/bsw/a/a/bswaa010.aspx,http://www.osaka-bfmap.jp/sisetu_data/data/190401.php?bunrui=1&name=19.php,,,官公庁,市の機関,官公庁/市の機関,112,1728
135.5355973,34.64003314,環境局中部環境事業センター,かんきょうきょくちゅうぶかんきょうじぎょうせんたー,環境局中部環境事業センター（かんきょうきょくちゅうぶかんきょうじぎょうせんたー）,東住吉区杭全1-6-28,東住吉区,06-6714-6411,06-6714-7787,,,http://www.city.osaka.lg.jp/kankyo/page/0000010005.html,,,,官公庁,市の機関,官公庁/市の機関,112,3066
135.5415861,34.64039419,中央卸売市場東部市場,ちゅうおうおろしうりしじょうとうぶしじょう,中央卸売市場東部市場（ちゅうおうおろしうりしじょうとうぶしじょう）,東住吉区今林1-2-68,東住吉区,06-6756-390１,06-6756-3905,,,http://www.city.osaka.lg.jp/shijo/index.html,,,,官公庁,市の機関,官公庁/市の機関,159,3315
135.5646077,34.62588114,平野区役所加美出張所,ひらのくやくしょかみしゅっちょうしょ,平野区役所加美出張所（ひらのくやくしょかみしゅっちょうしょ）,平野区加美鞍作1-9-3,平野区,06-6791-0446,,,,,http://www.osaka-bfmap.jp/sisetu_data/data/230103.php?bunrui=1&name=23.php,,,官公庁,市の機関,官公庁/市の機関,101,2252
135.5596173,34.64157189,建設局平野下水処理場,けんせつきょくひらのげすいしょりじょう,建設局平野下水処理場（けんせつきょくひらのげすいしょりじょう）,平野区加美北2-6-69,平野区,06-6757-3309,06-6757-8631,,,,,,,官公庁,市の機関,官公庁/市の機関,117,2262
135.4310193,34.65219714,港湾局防災センター,こうわんきょくぼうさいせんたー,港湾局防災センター（こうわんきょくぼうさいせんたー）,港区築港2-8-24,港区,06-6572-2688,,,,,,,,官公庁,市の機関,官公庁/市の機関,112,2032
135.406537,34.66548794,環境局舞洲工場,まいしまこうじょう,環境局舞洲工場（まいしまこうじょう）,此花区北港白津1-2-48,此花区,6463-4153,6463-7101,,,http://www.city.osaka.lg.jp/kankyo/page/0000010125.html,,,,官公庁,市の機関,官公庁/市の機関,114,1501
135.4064003,34.66939711,建設局舞洲スラッジセンター,けんせつきょくまいしますらっじせんたー,建設局舞洲スラッジセンター（けんせつきょくまいしますらっじせんたー）,此花区北港白津2-2-7,此花区,6460-2830,6460-2052,,,http://www.city.osaka.lg.jp/kensetsu/page/0000010364.html,,,,官公庁,市の機関,官公庁/市の機関,140,1499
135.4460469,34.66164692,港・大正公園事務所,みなとたいしょうこうえんじむしょ,港・大正公園事務所（みなとたいしょうこうえんじむしょ）,港区田中3-1,港区,06-6571-0552,,,,,,,,官公庁,市の機関,官公庁/市の機関,154,2051
135.4455329,34.66199383,大阪市計量検査所,おおさかしけいりょうけんさしょ,大阪市計量検査所（おおさかしけいりょうけんさしょ）,港区田中3-1-126,港区,06-6577-5888,06-6577-5808,,,,,,,官公庁,市の機関,官公庁/市の機関,112,2053
135.4725558,34.65039403,大正区役所（合同庁舎）,たいしょうくやくしょ（ごうどうちょうしゃ）,大正区役所（合同庁舎）（たいしょうくやくしょ（ごうどうちょうしゃ））,大正区千島2-7-95,大正区,06-4394-9986,,,,,,,,官公庁,市の機関,官公庁/市の機関,101,3861
135.4725807,34.65034414,大正区保健福祉センター（合同庁舎）,たいしょうくほけんふくしせんたー（ごうどうちょうしゃ）,大正区保健福祉センター（合同庁舎）（たいしょうくほけんふくしせんたー（ごうどうちょうしゃ））,大正区千島2-7-95,大正区,06-6553-5121,,,,,,,,官公庁,市の機関,官公庁/市の機関,138,3862
135.4597831,34.66100297,建設局市岡下水処理場,けんせつきょくいちおかげすいしょりじょう,建設局市岡下水処理場（けんせつきょくいちおかげすいしょりじょう）,港区市岡2-15-25,港区,06-6571-3363,,,,,,,,官公庁,市の機関,官公庁/市の機関,117,1991
135.458222,34.66103881,建設局市岡工営所,けんせつきょくいちおかこうえいしょ,建設局市岡工営所（けんせつきょくいちおかこうえいしょ）,港区市岡2-15-74,港区,06-6576-0761,06-6576-2162,,,,,,,官公庁,市の機関,官公庁/市の機関,108,1993
135.4928083,34.66017506,環境局中部環境事業センター出張所,かんきょうきょくちゅうぶかんきょうじぎょうせんたーしゅっちょうじょ,環境局中部環境事業センター出張所（かんきょうきょくちゅうぶかんきょうじぎょうせんたーしゅっちょうじょ）,浪速区塩草2-1-1,浪速区,06-6567-0750,06-6567-0721,,,http://www.city.osaka.lg.jp/kankyo/page/0000010012.html,,,,官公庁,市の機関,官公庁/市の機関,112,2593
135.4994722,34.65941103,浪速区役所・浪速区保健福祉センター,なにわくやくしょ・なにわくほけんふくしせんたー,浪速区役所・浪速区保健福祉センター（なにわくやくしょ・なにわくほけんふくしせんたー）,浪速区敷津東1-4-20,浪速区,06-6647-9986,06-6633-8270,,,http://www.city.osaka.lg.jp/naniwa/,,,,官公庁,市の機関,官公庁/市の機関,138,2655
135.4605282,34.66383583,港区保健福祉センター,みなとくほけんふくしせんたー,港区保健福祉センター（みなとくほけんふくしせんたー）,港区市岡1-15-25,港区,06-6576-9882,,,,http://www.city.osaka.lg.jp/minato/,,,,官公庁,市の機関,官公庁/市の機関,138,1980
135.460667,34.66388608,港区役所,みなとくやくしょ,港区役所（みなとくやくしょ）,港区市岡1-15-25,港区,06-6576-9986,,,,http://www.city.osaka.lg.jp/minato/,http://www.osaka-bfmap.jp/sisetu_data/data/070101.php?bunrui=1&name=7.php,,,官公庁,市の機関,官公庁/市の機関,101,1981
135.4609918,34.66936386,大阪市契約管財局,おおさかしけいやくかんざいきょく,大阪市契約管財局（おおさかしけいやくかんざいきょく）,港区弁天1-2-1-1300,港区,06-4395-7111（代表）,06-4395-7160,,,http://www.city.osaka.lg.jp/keiyakukanzai/index.html,,,,官公庁,市の機関,官公庁/市の機関,112,1051
135.4605471,34.67005317,弁天町市民学習センター,べんてんちょうしみんがくしゅうせんたー,弁天町市民学習センター（べんてんちょうしみんがくしゅうせんたー）,港区弁天1-2-2-700,港区,06-6577-1430,,,,http://www.osakademanabu.com/bentencho/,,,,官公庁,市の機関,官公庁/市の機関,112,1055
135.4606549,34.67021536,弁天町市税事務所,べんてんちょうしぜいじむしょ,弁天町市税事務所（べんてんちょうしぜいじむしょ）,港区弁天1-2-2-100 オーク200 2番街1階,港区,06-4395-2948,06-4395-2905,,,http://www.city.osaka.lg.jp/zaisei/page/0000007585.html,,,,官公庁,市の機関,官公庁/市の機関,106,11487
135.4614391,34.66883894,大阪市教育センター,おおさかしきょういくせんたー,大阪市教育センター（おおさかしきょういくせんたー）,港区弁天1-1-6,港区,06-6572-0263,,,,http://www.ocec.jp/center/,,,,官公庁,市の機関,官公庁/市の機関,112,1050
135.4742839,34.66965422,大阪市交通局,おおさかしこうつうきょく,大阪市交通局（おおさかしこうつうきょく）,西区九条南1-12-62,西区,06-6582-1400(市営交通案内センター）,06-6585-6466,,,http://www.kotsu.city.osaka.jp/,,,,官公庁,市の機関,官公庁/市の機関,140,4785
135.4950249,34.66607792,難波市民学習センター,なんばしみんがくしゅうせんたー,難波市民学習センター（なんばしみんがくしゅうせんたー）,浪速区湊町1-4-1 OCATビル4F,浪速区,06-6643-7010,06-6643-7050,,,http://www.osakademanabu.com/namba/,,,,官公庁,市の機関,官公庁/市の機関,146,2665
135.4950309,34.66626706,なんば市税事務所,なんばしぜいじむしょ,なんば市税事務所（なんばしぜいじむしょ）,浪速区湊町1-4-1　大阪シティエアターミナルビル（OCAT）5階,浪速区,06-4397-2948,06-4397-2905,,,http://www.city.osaka.lg.jp/zaisei/page/0000030793.html,,,,官公庁,市の機関,官公庁/市の機関,106,4062
135.5003953,34.66716328,難波サービスカウンター,なんばさーびすかうんたー,難波サービスカウンター（なんばさーびすかうんたー）,中央区難波1-9-7,中央区,06-6211-0874,,,,,,,,官公庁,市の機関,官公庁/市の機関,112,9011
135.4753949,34.67186917,水道局西部水道工事センター（境川分室）,すいどうきょくせいぶすいどうこうじせんたー（さかいがわぶんしつ）06-6581-9996,水道局西部水道工事センター（境川分室）（すいどうきょくせいぶすいどうこうじせんたー（さかいがわぶんしつ）06-6581-9996）,西区九条南1-4-18（境川営業所内）,西区,06-6581-9996,06-6531-9226,配水管の工事関係,午前9時〜午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000015040.html,,,,官公庁,市の機関,官公庁/市の機関,117,19209
135.4807922,34.66893203,建設局 河川・渡船管理事務所,けんせつきょくかせん・とせんかんりじむしょ,建設局 河川・渡船管理事務所（けんせつきょくかせん・とせんかんりじむしょ）,西区南堀江4-33-27,西区,6536-5295,6536-5305,,9時〜17時30分,,,,,官公庁,市の機関,官公庁/市の機関,108,19304
135.4834326,34.67224039,水道局西部水道工事センター,すいどうきょくせいぶすいどうこうじせんたー,水道局西部水道工事センター（すいどうきょくせいぶすいどうこうじせんたー）,西区南堀江4-12-26,西区,06-6531-9213,06-6531-9226,漏水修繕、施工通知の受付・協議、配水管維持管理等,午前9時〜午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000015040.html,,,,官公庁,市の機関,官公庁/市の機関,117,19207
135.4413328,34.68530011,交通局自動車部酉島営業所,こうつうきょくじどうしゃぶとりしまえいぎょうしょ,交通局自動車部酉島営業所（こうつうきょくじどうしゃぶとりしまえいぎょうしょ）,此花区酉島4-1-11,此花区,6461-2325,6461-6074,,,http://www.kotsu.city.osaka.jp/eigyou/shisetsu/bus/bus_eigyousyo_list.html,,,,官公庁,市の機関,官公庁/市の機関,112,1315
135.4297209,34.69787733,西島保管所,にしじまほかんじょ,西島保管所（にしじまほかんじょ）,西淀川区西島１−２−１５,西淀川区,,,,,,,,,官公庁,市の機関,官公庁/市の機関,206,19140
135.4352422,34.70058117,建設局大野下水処理場,けんせつきょくおおのげすいしょりじょう,建設局大野下水処理場（けんせつきょくおおのげすいしょりじょう）,西淀川区大野2-4-117,西淀川区,06-6474-5788,,,,,,,,官公庁,市の機関,官公庁/市の機関,117,3723
135.4391856,34.69813656,市営住宅大野　1号館,しえいじゅうたくおおの　いちごうかん,市営住宅大野　1号館（しえいじゅうたくおおの　いちごうかん）,西淀川区大野3−7−11,西淀川区,,,,,,,,,官公庁,市の機関,官公庁/市の機関,145,19386
135.4413079,34.70355594,環境局西北環境事業センター,かんきょうきょくせいほくかんきょうじぎょうせんたー,環境局西北環境事業センター（かんきょうきょくせいほくかんきょうじぎょうせんたー）,西淀川区大和田2丁目5番66号,西淀川区,06-6477-1621,,,,,,,,官公庁,市の機関,官公庁/市の機関,112,19
135.4418859,34.702056,環境局西淀工場,かんきょうきょくにしよどこうじょう,環境局西淀工場（かんきょうきょくにしよどこうじょう）,西淀川区大和田2-5-68,西淀川区,06-6472-3000,,,,,,,,官公庁,市の機関,官公庁/市の機関,112,3796
135.4456622,34.70242011,市営住宅姫島第1　1号館,しえいじゅうたくひめじまだいいち　いちごうかん,市営住宅姫島第1　1号館（しえいじゅうたくひめじまだいいち　いちごうかん）,西淀川区姫島6−10,西淀川区,,,,,,,,,官公庁,市の機関,官公庁/市の機関,145,19381
135.4433102,34.70424867,市営住宅大和田第3　6号館,しえいじゅうたくおおわだだいさん　ろくごうかん,市営住宅大和田第3　6号館（しえいじゅうたくおおわだだいさん　ろくごうかん）,西淀川区大和田2−4,西淀川区,,,,,,,,,官公庁,市の機関,官公庁/市の機関,145,19384
135.4521328,34.68304417,此花区保健福祉センター,このはなくほけんふくしせんたー,此花区保健福祉センター（このはなくほけんふくしせんたー）,此花区春日出北1-8-4,此花区,6466-9857,6462-0942,,,http://www.city.osaka.lg.jp/konohana/,http://www.osaka-bfmap.jp/sisetu_data/data/040101.php?bunrui=1&name=4.php,,,官公庁,市の機関,官公庁/市の機関,138,955
135.4523221,34.68312506,此花区役所,このはなくやくしょ,此花区役所（このはなくやくしょ）,此花区春日出北1-8-4,此花区,6466-9986,6462-0942,,,http://www.city.osaka.lg.jp/konohana/,http://www.osaka-bfmap.jp/sisetu_data/data/040101.php?bunrui=1&name=4.php,,,官公庁,市の機関,官公庁/市の機関,101,956
135.4832581,34.67785319,環境局河川事務所,かんきょうきょくかせんじむしょ,環境局河川事務所（かんきょうきょくかせんじむしょ）,西区新町4-20-3,西区,06-6531-3950,,,,,,,,官公庁,市の機関,官公庁/市の機関,112,4777
135.4859921,34.67643294,西区保健福祉センター,にしくほけんふくしせんたー,西区保健福祉センター（にしくほけんふくしせんたー）,西区新町4-5-14,西区,06-6532-9986,,,,,,,,官公庁,市の機関,官公庁/市の機関,138,4778
135.4859921,34.67632508,西区役所,にしくやくしょ,西区役所（にしくやくしょ）,西区新町4-5-14,西区,06-6532-9986,,,,http://www.city.osaka.lg.jp/nishi/,http://www.osaka-bfmap.jp/sisetu_data/data/060101.php?bunrui=1&name=6.php,,,官公庁,市の機関,官公庁/市の機関,101,4779
135.4877573,34.68067697,大阪市人権啓発・相談センター,おおさかしじんけんけいはつ・そうだんせんたー,大阪市人権啓発・相談センター（おおさかしじんけんけいはつ・そうだんせんたー）,西区立売堀4-10-18 阿波座センタービル１階,西区,06-6532-7631,06-6532-7640,,,http://www.city.osaka.lg.jp/shimin/page/0000095095.html,,,,官公庁,市の機関,官公庁/市の機関,118,9012
135.4878321,34.68064928,市立更生相談所分室（緊急入院保護業務センター）,しりつこうせいそうだんしょぶんしつ（きんきゅうにゅういんほごぎょうむせんたー）,市立更生相談所分室（緊急入院保護業務センター）（しりつこうせいそうだんしょぶんしつ（きんきゅうにゅういんほごぎょうむせんたー））,大阪市西区立売堀4丁目10番18号,西区,06-6543-7211,,,,,,,,官公庁,市の機関,官公庁/市の機関,118,19316
135.4801077,34.68577508,中央卸売市場本場,ちゅうおうおろしうりしじょうほんじょう,中央卸売市場本場（ちゅうおうおろしうりしじょうほんじょう）,福島区野田1-1-86,福島区,06-6469-7955,06-6469-7979,,,http://www.city.osaka.lg.jp/shijo/index.html,,,,官公庁,市の機関,官公庁/市の機関,140,3571
135.4917438,34.68489236,ゆとりとみどり振興局西部方面公園事務所,ゆとりとみどりしんこうきょくせいぶほうめんこうえんじむしょ,ゆとりとみどり振興局西部方面公園事務所（ゆとりとみどりしんこうきょくせいぶほうめんこうえんじむしょ）,西区靱本町2-1-4,西区,06-6441-6748,06-6441-6797,(公園や街路樹),,http://www.city.osaka.lg.jp/yutoritomidori/page/0000009694.html,,,,官公庁,市の機関,官公庁/市の機関,140,4783
135.4627172,34.69305806,建設局海老江工営所,けんせつきょくえびえこうえいしょ,建設局海老江工営所（けんせつきょくえびえこうえいしょ）,此花区高見1-2-47,此花区,6462-1437,6462-1976,,,http://www.city.osaka.lg.jp/kensetsu/page/0000057468.html,,,,官公庁,市の機関,官公庁/市の機関,108,1131
135.4626613,34.693208,建設局北部方面管理事務所,けんせつきょくほくぶほうめんかんりじむしょ,建設局北部方面管理事務所（けんせつきょくほくぶほうめんかんりじむしょ）,此花区高見1-2-47,此花区,6462-1434,6463-4330,,,http://www.city.osaka.lg.jp/kensetsu/page/0000057431.html,,,,官公庁,市の機関,官公庁/市の機関,112,1132
135.4722277,34.69230283,福島区役所,ふくしまくやくしょ,福島区役所（ふくしまくやくしょ）,福島区大開1-8-1,福島区,06-6464-9986,,,,http://www.city.osaka.lg.jp/fukushima/,http://www.osaka-bfmap.jp/sisetu_data/data/030101.php?bunrui=1&name=3.php,,,官公庁,市の機関,官公庁/市の機関,101,3522
135.4610544,34.70358031,市営住宅姫里　1号館,しえいじゅうたくひめさと　いちごうかん,市営住宅姫里　1号館（しえいじゅうたくひめさと　いちごうかん）,西淀川区姫里1−3−41,西淀川区,,,,,,,,,官公庁,市の機関,官公庁/市の機関,145,19385
135.5004013,34.69099436,アイ・スポット,あいすぽっと,アイ・スポット（あいすぽっと）,中央区今橋４−１−１,中央区,06−4866−6803,06−4866−6803,,１１：００〜２０：００,http://www.city.osaka.lg.jp/keikakuchosei/page/0000018184.html,,,,官公庁,市の機関,官公庁/市の機関,112,19203
135.4976673,34.70048589,梅田サービスカウンター,うめださーびすかうんたー,梅田サービスカウンター（うめださーびすかうんたー）,北区梅田1丁目 　ダイヤモンド地下街,北区,06-6345-0874,,,,,,,,官公庁,市の機関,官公庁/市の機関,112,166
135.4979193,34.69880014,総合生涯学習センター,そうごうしょうがいがくしゅうせんたー,総合生涯学習センター（そうごうしょうがいがくしゅうせんたー）,北区梅田1-2-2-500,北区,06-6345-5000,,,,,,,,官公庁,市の機関,官公庁/市の機関,112,269
135.4980574,34.69867128,梅田住宅管理センター,うめだじゅうたくかんりせんたー,梅田住宅管理センター（うめだじゅうたくかんりせんたー）,北区梅田１−２−２−７００　大阪駅前第２ビル７階,北区,06-6343-5012,06-6343-5013,,,,,,,官公庁,市の機関,官公庁/市の機関,112,11485
135.4981335,34.69901322,梅田市税事務所,うめだしぜいじむしょ,梅田市税事務所（うめだしぜいじむしょ）,北区梅田1-2-2-700 大阪駅前第2ビル7階,北区,06-4797-2948,06-4797-2905,,,http://www.city.osaka.lg.jp/zaisei/page/0000006751.html,,,,官公庁,市の機関,官公庁/市の機関,106,11486
135.4979853,34.69891242,キャンパスポート大阪,きゃんぱすぽーとおおさか,キャンパスポート大阪（きゃんぱすぽーとおおさか）,北区梅田1-2-2-400　大阪駅前第２ビル４階,北区,,,大学と連携した人材育成中核拠点,,,,,,官公庁,市の機関,官公庁/市の機関,112,19130
135.5031387,34.64661881,市立更生相談所,しりつこうせいそうだんしょ,市立更生相談所（しりつこうせいそうだんしょ）,西成区太子1丁目15番17号,西成区,06-6649-4900,,,,,,,,官公庁,市の機関,官公庁/市の機関,118,4853
135.509903,34.64689189,阿倍野住宅管理センター,あべのじゅうたくかんりせんたー,阿倍野住宅管理センター（あべのじゅうたくかんりせんたー）,阿倍野区旭町1−2−7−500あべのメディックス501号,阿倍野区,06-6649-1103,06-6649-119１,市営住宅,,,,,,官公庁,市の機関,官公庁/市の機関,112,1686
